受付_年月日,全国地方公共団体コード,都道府県名,市区町村名,相談件数
2022-05-20,160008,富山県,,100
2022-05-21,160008,富山県,,116
2022-05-22,160008,富山県,,107
2022-05-23,160008,富山県,,123
2022-05-24,160008,富山県,,102
2022-05-25,160008,富山県,,95
2022-05-26,160008,富山県,,98
2022-05-27,160008,富山県,,82
2022-05-28,160008,富山県,,94
2022-05-29,160008,富山県,,105
2022-05-30,160008,富山県,,82
2022-05-31,160008,富山県,,94
2022-06-01,160008,富山県,,68
2022-06-02,160008,富山県,,69
2022-06-03,160008,富山県,,69
2022-06-04,160008,富山県,,60
2022-06-05,160008,富山県,,73
2022-06-06,160008,富山県,,105
2022-06-07,160008,富山県,,70
2022-06-08,160008,富山県,,59
2022-06-09,160008,富山県,,60
2022-06-10,160008,富山県,,66
2022-06-11,160008,富山県,,81
2022-06-12,160008,富山県,,81
2022-06-13,160008,富山県,,84
2022-06-14,160008,富山県,,59
2022-06-15,160008,富山県,,64
2022-06-16,160008,富山県,,62
2022-06-17,160008,富山県,,41
2022-06-18,160008,富山県,,85
2022-06-19,160008,富山県,,76
2022-06-20,160008,富山県,,100
2022-06-21,160008,富山県,,54
2022-06-22,160008,富山県,,51
2022-06-23,160008,富山県,,47
2022-06-24,160008,富山県,,52
2022-06-25,160008,富山県,,66
2022-06-26,160008,富山県,,54
2022-06-27,160008,富山県,,51
2022-06-28,160008,富山県,,42
2022-06-29,160008,富山県,,51
2022-06-30,160008,富山県,,53
2022-07-01,160008,富山県,,42
2022-07-02,160008,富山県,,82
2022-07-03,160008,富山県,,110
2022-07-04,160008,富山県,,103
2022-07-05,160008,富山県,,97
2022-07-06,160008,富山県,,87
2022-07-07,160008,富山県,,105
2022-07-08,160008,富山県,,99
2022-07-09,160008,富山県,,136
2022-07-10,160008,富山県,,160
2022-07-11,160008,富山県,,153
2022-07-12,160008,富山県,,150
2022-07-13,160008,富山県,,159
2022-07-14,160008,富山県,,163
2022-07-15,160008,富山県,,135
2022-07-16,160008,富山県,,235
2022-07-17,160008,富山県,,275
2022-07-18,160008,富山県,,311
2022-07-19,160008,富山県,,290
2022-07-20,160008,富山県,,276
2022-07-21,160008,富山県,,280
2022-07-22,160008,富山県,,288
2022-07-23,160008,富山県,,416
2022-07-24,160008,富山県,,425
2022-07-25,160008,富山県,,274
2022-07-26,160008,富山県,,340
2022-07-27,160008,富山県,,345
2022-07-28,160008,富山県,,340
2022-07-29,160008,富山県,,286
2022-07-30,160008,富山県,,319
2022-07-31,160008,富山県,,329
2022-08-01,160008,富山県,,394
2022-08-02,160008,富山県,,339
2022-08-03,160008,富山県,,317
2022-08-04,160008,富山県,,
